lang	word	length	rank	zipf	category
ru	осло	4	24896	3.53	auto_whitelist
ru	оун	3	24906	3.53	auto_whitelist
ru	позе	4	24937	3.53	auto_whitelist
ru	пуст	4	24988	3.53	auto_whitelist
ru	саид	4	25009	3.53	auto_whitelist
ru	сало	4	25010	3.53	auto_whitelist
ru	супа	4	25044	3.53	auto_whitelist
ru	тук	3	25053	3.53	auto_whitelist
ru	убив	4	25054	3.53	auto_whitelist
ru	фа	2	25067	3.53	auto_whitelist
ru	финн	4	25070	3.53	auto_whitelist
ru	цао	3	25078	3.53	auto_whitelist
ru	элла	4	25087	3.53	auto_whitelist
ru	энни	4	25088	3.53	auto_whitelist
ru	брук	4	25140	3.52	auto_whitelist
ru	весы	4	25148	3.52	auto_whitelist
ru	вру	3	25161	3.52	auto_whitelist
ru	газу	4	25166	3.52	auto_whitelist
ru	дак	3	25177	3.52	auto_whitelist
ru	даме	4	25179	3.52	auto_whitelist
ru	дном	4	25190	3.52	auto_whitelist
ru	добр	4	25191	3.52	auto_whitelist
ru	жорж	4	25205	3.52	auto_whitelist
ru	илл	3	25225	3.52	auto_whitelist
ru	инди	4	25227	3.52	auto_whitelist
ru	кин	3	25241	3.52	auto_whitelist
ru	ккал	4	25243	3.52	auto_whitelist
ru	курю	4	25265	3.52	auto_whitelist
ru	локо	4	25269	3.52	auto_whitelist
ru	мата	4	25275	3.52	auto_whitelist
ru	ноту	4	25300	3.52	auto_whitelist
ru	снос	4	25442	3.52	auto_whitelist
ru	сэма	4	25468	3.52	auto_whitelist
ru	учеб	4	25503	3.52	auto_whitelist
ru	фрс	3	25512	3.52	auto_whitelist
ru	фунт	4	25514	3.52	auto_whitelist
ru	хр	2	25520	3.52	auto_whitelist
ru	ын	2	25525	3.52	auto_whitelist
ru	эдит	4	25527	3.52	auto_whitelist
ru	эли	3	25529	3.52	auto_whitelist
ru	эш	2	25531	3.52	auto_whitelist
ru	яр	2	25533	3.52	auto_whitelist
ru	ясен	4	25534	3.52	auto_whitelist
ru	бон	3	25575	3.51	auto_whitelist
ru	бэк	3	25579	3.51	auto_whitelist
ru	вен	3	25585	3.51	auto_whitelist
ru	вип	3	25596	3.51	auto_whitelist
ru	езжу	4	25656	3.51	auto_whitelist
ru	елки	4	25657	3.51	auto_whitelist
ru	жми	3	25659	3.51	auto_whitelist
ru	лав	3	25715	3.51	auto_whitelist
ru	лир	3	25723	3.51	auto_whitelist
ru	ложе	4	25725	3.51	auto_whitelist
ru	люби	4	25728	3.51	auto_whitelist
ru	медь	4	25733	3.51	auto_whitelist
ru	мыса	4	25748	3.51	auto_whitelist
ru	мэн	3	25749	3.51	auto_whitelist
ru	наст	4	25757	3.51	auto_whitelist
ru	ндфл	4	25759	3.51	auto_whitelist
ru	нес	3	25765	3.51	auto_whitelist
ru	нины	4	25770	3.51	auto_whitelist
ru	обер	4	25774	3.51	auto_whitelist
ru	окр	3	25786	3.51	auto_whitelist
ru	опг	3	25788	3.51	auto_whitelist
ru	пулю	4	25879	3.51	auto_whitelist
ru	пух	3	25881	3.51	auto_whitelist
ru	ранг	4	25892	3.51	auto_whitelist
ru	рожу	4	25910	3.51	auto_whitelist
ru	роуд	4	25911	3.51	auto_whitelist
ru	сала	4	25912	3.51	auto_whitelist
ru	сем	3	25922	3.51	auto_whitelist
ru	сяду	4	25960	3.51	auto_whitelist
ru	тао	3	25962	3.51	auto_whitelist
ru	томь	4	25972	3.51	auto_whitelist
ru	трик	4	25976	3.51	auto_whitelist
ru	тулы	4	25977	3.51	auto_whitelist
ru	упц	3	25994	3.51	auto_whitelist
ru	уток	4	25999	3.51	auto_whitelist
ru	фар	3	26005	3.51	auto_whitelist
ru	чины	4	26025	3.51	auto_whitelist
ru	чума	4	26028	3.51	auto_whitelist
ru	эээ	3	26037	3.51	auto_whitelist
ru	асад	4	26059	3.5	auto_whitelist
ru	атр	3	26061	3.5	auto_whitelist
ru	беге	4	26066	3.5	auto_whitelist
ru	виа	3	26088	3.5	auto_whitelist
ru	вкл	3	26092	3.5	auto_whitelist
ru	гала	4	26111	3.5	auto_whitelist
ru	гори	4	26121	3.5	auto_whitelist
ru	гра	3	26123	3.5	auto_whitelist
ru	даму	4	26130	3.5	auto_whitelist
ru	злым	4	26173	3.5	auto_whitelist
ru	каша	4	26198	3.5	auto_whitelist
ru	кая	3	26199	3.5	auto_whitelist
ru	квят	4	26200	3.5	auto_whitelist
ru	кэш	3	26218	3.5	auto_whitelist
ru	лана	4	26219	3.5	auto_whitelist
ru	лиз	3	26221	3.5	auto_whitelist
ru	пали	4	26305	3.5	auto_whitelist
ru	пой	3	26334	3.5	auto_whitelist
ru	сани	4	26400	3.5	auto_whitelist
ru	сдох	4	26405	3.5	auto_whitelist
ru	сид	3	26409	3.5	auto_whitelist
ru	соч	3	26436	3.5	auto_whitelist
ru	удо	3	26485	3.5	auto_whitelist
ru	уму	3	26490	3.5	auto_whitelist
ru	фгуп	4	26495	3.5	auto_whitelist
ru	феи	3	26499	3.5	auto_whitelist
ru	чита	4	26512	3.5	auto_whitelist
ru	яда	3	26526	3.5	auto_whitelist
ru	янв	3	26528	3.5	auto_whitelist
ru	ясна	4	26530	3.5	auto_whitelist
en	the	3	1	7.73	auto_whitelist
en	to	2	2	7.43	auto_whitelist
en	and	3	3	7.41	auto_whitelist
en	of	2	4	7.4	auto_whitelist
en	a	1	5	7.36	auto_whitelist
en	in	2	6	7.27	auto_whitelist
en	i	1	7	7.09	auto_whitelist
en	is	2	8	7.07	auto_whitelist
en	for	3	9	7.01	auto_whitelist
en	that	4	10	7.01	auto_whitelist
en	you	3	11	6.98	auto_whitelist
en	it	2	12	6.95	auto_whitelist
en	on	2	13	6.91	auto_whitelist
en	with	4	14	6.85	auto_whitelist
en	this	4	15	6.82	auto_whitelist
en	was	3	16	6.82	auto_whitelist
en	be	2	17	6.79	auto_whitelist
en	as	2	18	6.77	auto_whitelist
en	are	3	19	6.74	auto_whitelist
en	have	4	20	6.71	auto_whitelist
en	at	2	21	6.7	auto_whitelist
en	he	2	22	6.69	auto_whitelist
en	not	3	23	6.69	auto_whitelist
en	by	2	24	6.66	auto_whitelist
en	but	3	25	6.63	auto_whitelist
en	from	4	26	6.63	auto_whitelist
en	my	2	27	6.57	auto_whitelist
en	or	2	28	6.54	auto_whitelist
en	we	2	29	6.54	auto_whitelist
en	an	2	30	6.53	auto_whitelist
en	your	4	31	6.53	auto_whitelist
en	all	3	32	6.52	auto_whitelist
en	so	2	33	6.52	auto_whitelist
en	his	3	34	6.51	auto_whitelist
en	they	4	35	6.5	auto_whitelist
en	me	2	36	6.48	auto_whitelist
en	if	2	37	6.47	auto_whitelist
en	one	3	38	6.47	auto_whitelist
en	can	3	39	6.46	auto_whitelist
en	will	4	40	6.45	auto_whitelist
en	just	4	41	6.43	auto_whitelist
en	like	4	42	6.41	auto_whitelist
en	up	2	44	6.39	auto_whitelist
en	out	3	45	6.38	auto_whitelist
en	what	4	46	6.38	auto_whitelist
en	has	3	47	6.37	auto_whitelist
en	when	4	48	6.37	auto_whitelist
en	more	4	49	6.36	auto_whitelist
en	do	2	50	6.35	auto_whitelist
en	no	2	51	6.35	auto_whitelist
en	were	4	52	6.34	auto_whitelist
en	who	3	53	6.34	auto_whitelist
en	had	3	54	6.33	auto_whitelist
en	her	3	58	6.3	auto_whitelist
en	time	4	60	6.29	auto_whitelist
en	get	3	61	6.28	auto_whitelist
en	been	4	62	6.27	auto_whitelist
en	she	3	64	6.26	auto_whitelist
en	new	3	65	6.25	auto_whitelist
en	how	3	67	6.24	auto_whitelist
en	some	4	69	6.2	auto_whitelist
en	also	4	70	6.19	auto_whitelist
en	them	4	71	6.19	auto_whitelist
en	now	3	72	6.18	auto_whitelist
en	its	3	75	6.14	auto_whitelist
en	our	3	76	6.14	auto_whitelist
en	than	4	77	6.13	auto_whitelist
en	good	4	78	6.12	auto_whitelist
en	only	4	79	6.12	auto_whitelist
en	him	3	82	6.11	auto_whitelist
en	into	4	83	6.11	auto_whitelist
en	know	4	84	6.1	auto_whitelist
en	see	3	85	6.1	auto_whitelist
en	two	3	86	6.1	auto_whitelist
en	make	4	87	6.08	auto_whitelist
en	over	4	88	6.08	auto_whitelist
en	any	3	90	6.07	auto_whitelist
en	then	4	91	6.07	auto_whitelist
en	back	4	93	6.04	auto_whitelist
en	us	2	95	6.04	auto_whitelist
en	want	4	96	6.04	auto_whitelist
en	go	2	98	6.03	auto_whitelist
en	well	4	99	6.03	auto_whitelist
en	said	4	100	6.01	auto_whitelist
en	way	3	101	6.01	auto_whitelist
en	most	4	104	6.0	auto_whitelist
en	much	4	105	6.0	auto_whitelist
en	very	4	106	6.0	auto_whitelist
en	even	4	108	5.99	auto_whitelist
en	may	3	110	5.98	auto_whitelist
en	here	4	111	5.97	auto_whitelist
en	need	4	112	5.97	auto_whitelist
en	did	3	114	5.96	auto_whitelist
en	work	4	116	5.96	auto_whitelist
en	year	4	117	5.96	auto_whitelist
en	day	3	120	5.95	auto_whitelist
en	too	3	121	5.95	auto_whitelist
en	off	3	124	5.93	auto_whitelist
en	why	3	125	5.93	auto_whitelist
en	made	4	126	5.92	auto_whitelist
en	take	4	128	5.92	auto_whitelist
en	got	3	130	5.91	auto_whitelist
en	many	4	131	5.91	auto_whitelist
en	life	4	134	5.89	auto_whitelist
en	say	3	135	5.89	auto_whitelist
en	down	4	137	5.88	auto_whitelist
en	last	4	141	5.86	auto_whitelist
en	s	1	142	5.86	auto_whitelist
en	best	4	145	5.84	auto_whitelist
en	such	4	146	5.84	auto_whitelist
en	love	4	147	5.82	auto_whitelist
en	man	3	148	5.82	auto_whitelist
en	home	4	149	5.81	auto_whitelist
en	long	4	150	5.81	auto_whitelist
en	look	4	151	5.81	auto_whitelist
en	use	3	153	5.81	auto_whitelist
en	same	4	155	5.8	auto_whitelist
en	used	4	156	5.8	auto_whitelist
en	both	4	157	5.79	auto_whitelist
en	am	2	160	5.78	auto_whitelist
en	come	4	161	5.78	auto_whitelist
en	part	4	162	5.78	auto_whitelist
en	find	4	169	5.76	auto_whitelist
en	help	4	171	5.75	auto_whitelist
en	high	4	172	5.75	auto_whitelist
en	old	3	174	5.75	auto_whitelist
en	does	4	177	5.74	auto_whitelist
en	own	3	178	5.74	auto_whitelist
en	game	4	182	5.72	auto_whitelist
en	give	4	185	5.71	auto_whitelist
en	next	4	190	5.7	auto_whitelist
en	each	4	191	5.69	auto_whitelist
en	mr	2	192	5.69	auto_whitelist
en	end	3	196	5.68	auto_whitelist
en	must	4	198	5.68	auto_whitelist
en	show	4	199	5.68	auto_whitelist
en	big	3	200	5.67	auto_whitelist
en	feel	4	201	5.67	auto_whitelist
en	sure	4	202	5.67	auto_whitelist
en	team	4	203	5.67	auto_whitelist
en	ever	4	204	5.66	auto_whitelist
en	keep	4	206	5.66	auto_whitelist
en	put	3	209	5.66	auto_whitelist
en	free	4	211	5.63	auto_whitelist
en	away	4	214	5.62	auto_whitelist
en	left	4	215	5.62	auto_whitelist
en	city	4	217	5.61	auto_whitelist
en	days	4	218	5.61	auto_whitelist
en	lot	3	219	5.61	auto_whitelist
en	name	4	220	5.61	auto_whitelist
en	play	4	222	5.61	auto_whitelist
en	few	3	226	5.6	auto_whitelist
en	let	3	228	5.6	auto_whitelist
en	real	4	229	5.6	auto_whitelist
en	set	3	234	5.59	auto_whitelist
en	done	4	236	5.58	auto_whitelist
en	god	3	239	5.57	auto_whitelist
en	top	3	244	5.57	auto_whitelist
en	care	4	247	5.56	auto_whitelist
en	week	4	251	5.56	auto_whitelist
en	case	4	255	5.55	auto_whitelist
en	full	4	262	5.54	auto_whitelist
en	live	4	263	5.54	auto_whitelist
en	read	4	266	5.54	auto_whitelist
en	told	4	268	5.54	auto_whitelist
en	yet	3	269	5.54	auto_whitelist
en	bad	3	270	5.53	auto_whitelist
en	four	4	272	5.53	auto_whitelist
en	hard	4	273	5.53	auto_whitelist
en	mean	4	274	5.53	auto_whitelist
en	once	4	275	5.53	auto_whitelist
en	tell	4	277	5.53	auto_whitelist
en	seen	4	281	5.52	auto_whitelist
en	stop	4	283	5.52	auto_whitelist
en	call	4	287	5.51	auto_whitelist
en	head	4	288	5.51	auto_whitelist
en	men	3	289	5.51	auto_whitelist
en	took	4	292	5.51	auto_whitelist
en	came	4	294	5.5	auto_whitelist
en	far	3	295	5.5	auto_whitelist
en	job	3	296	5.5	auto_whitelist
en	side	4	297	5.5	auto_whitelist
en	try	3	299	5.5	auto_whitelist
en	went	4	300	5.5	auto_whitelist
en	yes	3	301	5.5	auto_whitelist
en	less	4	305	5.49	auto_whitelist
en	line	4	306	5.49	auto_whitelist
en	run	3	309	5.49	auto_whitelist
en	says	4	310	5.49	auto_whitelist
en	open	4	314	5.48	auto_whitelist
en	shit	4	316	5.48	auto_whitelist
en	area	4	325	5.46	auto_whitelist
en	d	1	327	5.46	auto_whitelist
en	law	3	329	5.46	auto_whitelist
en	war	3	332	5.46	auto_whitelist
en	car	3	334	5.45	auto_whitelist
en	face	4	335	5.45	auto_whitelist
en	five	4	336	5.45	auto_whitelist
en	kind	4	337	5.45	auto_whitelist
en	per	3	339	5.45	auto_whitelist
en	hope	4	346	5.44	auto_whitelist
en	news	4	350	5.44	auto_whitelist
en	able	4	352	5.43	auto_whitelist
en	book	4	353	5.43	auto_whitelist
en	oh	2	359	5.43	auto_whitelist
en	post	4	360	5.43	auto_whitelist
en	t	1	361	5.43	auto_whitelist
en	ago	3	365	5.42	auto_whitelist
en	talk	4	368	5.42	auto_whitelist
en	fact	4	371	5.41	auto_whitelist
en	guys	4	373	5.41	auto_whitelist
en	half	4	374	5.41	auto_whitelist
en	hand	4	375	5.41	auto_whitelist
en	mind	4	378	5.41	auto_whitelist
en	body	4	382	5.4	auto_whitelist
en	food	4	386	5.4	auto_whitelist
en	guy	3	387	5.4	auto_whitelist
en	pay	3	390	5.4	auto_whitelist
en	true	4	393	5.4	auto_whitelist
en	fuck	4	396	5.39	auto_whitelist
en	lost	4	400	5.39	auto_whitelist
en	m	1	401	5.39	auto_whitelist
en	room	4	403	5.39	auto_whitelist
en	win	3	408	5.39	auto_whitelist
en	else	4	412	5.38	auto_whitelist
en	girl	4	413	5.38	auto_whitelist
en	john	4	414	5.38	auto_whitelist
en	air	3	418	5.37	auto_whitelist
en	bit	3	419	5.37	auto_whitelist
en	hit	3	421	5.37	auto_whitelist
en	nice	4	423	5.37	auto_whitelist
en	yeah	4	428	5.37	auto_whitelist
en	york	4	429	5.37	auto_whitelist
en	idea	4	434	5.36	auto_whitelist
en	past	4	437	5.36	auto_whitelist
en	b	1	440	5.35	auto_whitelist
en	due	3	442	5.35	auto_whitelist
en	move	4	447	5.35	auto_whitelist
en	r	1	449	5.35	auto_whitelist
en	wait	4	451	5.35	auto_whitelist
en	ask	3	453	5.34	auto_whitelist
en	data	4	455	5.34	auto_whitelist
en	late	4	456	5.34	auto_whitelist
en	saw	3	459	5.34	auto_whitelist
en	c	1	463	5.33	auto_whitelist
en	low	3	468	5.33	auto_whitelist
en	stay	4	473	5.33	auto_whitelist
en	age	3	475	5.32	auto_whitelist
en	buy	3	476	5.32	auto_whitelist
en	deal	4	477	5.32	auto_whitelist
en	red	3	480	5.32	auto_whitelist
en	soon	4	482	5.32	auto_whitelist
en	turn	4	484	5.32	auto_whitelist
en	form	4	489	5.31	auto_whitelist
en	act	3	497	5.3	auto_whitelist
en	fire	4	501	5.3	auto_whitelist
en	fun	3	502	5.3	auto_whitelist
en	art	3	508	5.29	auto_whitelist
en	easy	4	511	5.29	auto_whitelist
en	near	4	514	5.29	auto_whitelist
en	non	3	515	5.29	auto_whitelist
en	plan	4	516	5.29	auto_whitelist
en	six	3	519	5.29	auto_whitelist
en	west	4	521	5.29	auto_whitelist
en	e	1	525	5.28	auto_whitelist
en	kids	4	530	5.28	auto_whitelist
en	list	4	531	5.28	auto_whitelist
en	son	3	534	5.28	auto_whitelist
en	meet	4	544	5.27	auto_whitelist
en	type	4	546	5.27	auto_whitelist
en	baby	4	547	5.26	auto_whitelist
en	song	4	553	5.26	auto_whitelist
en	word	4	555	5.26	auto_whitelist
en	gave	4	559	5.25	auto_whitelist
en	gets	4	560	5.25	auto_whitelist
en	self	4	564	5.25	auto_whitelist
en	cost	4	568	5.24	auto_whitelist
en	cut	3	569	5.24	auto_whitelist
en	dr	2	570	5.24	auto_whitelist
en	held	4	572	5.24	auto_whitelist
en	main	4	574	5.24	auto_whitelist
en	road	4	577	5.24	auto_whitelist
en	town	4	580	5.24	auto_whitelist
en	de	2	582	5.23	auto_whitelist
en	fine	4	586	5.23	auto_whitelist
en	hear	4	588	5.23	auto_whitelist
en	re	2	593	5.23	auto_whitelist
en	rest	4	594	5.23	auto_whitelist
en	term	4	600	5.23	auto_whitelist
en	wife	4	601	5.23	auto_whitelist
en	date	4	605	5.22	auto_whitelist
en	goes	4	606	5.22	auto_whitelist
en	land	4	608	5.22	auto_whitelist
en	miss	4	609	5.22	auto_whitelist
en	sex	3	611	5.22	auto_whitelist
en	shot	4	612	5.22	auto_whitelist
en	site	4	613	5.22	auto_whitelist
en	co	2	617	5.21	auto_whitelist
en	eyes	4	619	5.21	auto_whitelist
en	june	4	621	5.21	auto_whitelist
en	w	1	628	5.21	auto_whitelist
en	club	4	630	5.2	auto_whitelist
en	died	4	632	5.2	auto_whitelist
en	film	4	633	5.2	auto_whitelist
en	knew	4	635	5.2	auto_whitelist
en	lead	4	636	5.2	auto_whitelist
en	st	2	643	5.2	auto_whitelist
en	tv	2	644	5.2	auto_whitelist
en	won	3	646	5.2	auto_whitelist
en	x	1	647	5.2	auto_whitelist
en	dead	4	652	5.19	auto_whitelist
en	hold	4	655	5.19	auto_whitelist
en	star	4	666	5.19	auto_whitelist
en	test	4	667	5.19	auto_whitelist
en	view	4	668	5.19	auto_whitelist
en	hour	4	675	5.18	auto_whitelist
en	l	1	676	5.18	auto_whitelist
en	wish	4	685	5.18	auto_whitelist
en	boy	3	688	5.17	auto_whitelist
en	gold	4	692	5.17	auto_whitelist
en	gone	4	693	5.17	auto_whitelist
en	july	4	696	5.17	auto_whitelist
en	king	4	697	5.17	auto_whitelist
en	al	2	702	5.16	auto_whitelist
en	bank	4	705	5.16	auto_whitelist
en	east	4	709	5.16	auto_whitelist
en	hot	3	711	5.16	auto_whitelist
en	park	4	717	5.16	auto_whitelist
en	role	4	721	5.16	auto_whitelist
en	sent	4	722	5.16	auto_whitelist
en	bill	4	729	5.15	auto_whitelist
en	cool	4	731	5.15	auto_whitelist
en	n	1	737	5.15	auto_whitelist
en	ok	2	750	5.14	auto_whitelist
en	rate	4	752	5.14	auto_whitelist
en	save	4	755	5.14	auto_whitelist
en	tax	3	758	5.14	auto_whitelist
en	blue	4	761	5.13	auto_whitelist
en	eat	3	765	5.13	auto_whitelist
en	fall	4	766	5.13	auto_whitelist
en	fast	4	767	5.13	auto_whitelist
en	felt	4	770	5.13	auto_whitelist
en	p	1	776	5.13	auto_whitelist
en	size	4	778	5.13	auto_whitelist
en	step	4	779	5.13	auto_whitelist
en	hey	3	787	5.12	auto_whitelist
en	key	3	788	5.12	auto_whitelist
en	mom	3	789	5.12	auto_whitelist
en	o	1	790	5.12	auto_whitelist
en	page	4	791	5.12	auto_whitelist
en	paid	4	792	5.12	auto_whitelist
en	uk	2	797	5.12	auto_whitelist
en	upon	4	798	5.12	auto_whitelist
en	cup	3	805	5.11	auto_whitelist
en	hate	4	807	5.11	auto_whitelist
en	led	3	810	5.11	auto_whitelist
en	send	4	817	5.11	auto_whitelist
en	u	1	819	5.11	auto_whitelist
en	vote	4	820	5.11	auto_whitelist
en	dog	3	826	5.1	auto_whitelist
en	hell	4	828	5.1	auto_whitelist
en	lord	4	832	5.1	auto_whitelist
en	oil	3	834	5.1	auto_whitelist
en	add	3	840	5.09	auto_whitelist
en	born	4	843	5.09	auto_whitelist
en	damn	4	845	5.09	auto_whitelist
en	kill	4	852	5.09	auto_whitelist
en	met	3	853	5.09	auto_whitelist
en	poor	4	855	5.09	auto_whitelist
en	code	4	863	5.08	auto_whitelist
en	door	4	869	5.08	auto_whitelist
en	f	1	873	5.08	auto_whitelist
en	hair	4	876	5.08	auto_whitelist
en	lose	4	879	5.08	auto_whitelist
en	pick	4	881	5.08	auto_whitelist
en	race	4	882	5.08	auto_whitelist
en	seem	4	883	5.08	auto_whitelist
en	sign	4	885	5.08	auto_whitelist
en	walk	4	891	5.08	auto_whitelist
en	bed	3	893	5.07	auto_whitelist
en	die	3	902	5.07	auto_whitelist
en	loss	4	907	5.07	auto_whitelist
en	ones	4	909	5.07	auto_whitelist
en	safe	4	914	5.07	auto_whitelist
en	army	4	921	5.06	auto_whitelist
en	goal	4	925	5.06	auto_whitelist
en	h	1	926	5.06	auto_whitelist
en	huge	4	927	5.06	auto_whitelist
en	okay	4	930	5.06	auto_whitelist
en	sea	3	933	5.06	auto_whitelist
en	sir	3	934	5.06	auto_whitelist
en	v	1	937	5.06	auto_whitelist
en	ways	4	939	5.06	auto_whitelist
en	base	4	942	5.05	auto_whitelist
en	deep	4	945	5.05	auto_whitelist
en	la	2	947	5.05	auto_whitelist
en	lol	3	948	5.05	auto_whitelist
en	mark	4	949	5.05	auto_whitelist
en	pass	4	952	5.05	auto_whitelist
en	risk	4	955	5.05	auto_whitelist
en	ten	3	959	5.05	auto_whitelist
en	ball	4	961	5.04	auto_whitelist
en	box	3	962	5.04	auto_whitelist
en	card	4	964	5.04	auto_whitelist
en	dark	4	966	5.04	auto_whitelist
en	mine	4	971	5.04	auto_whitelist
en	note	4	973	5.04	auto_whitelist
en	wall	4	981	5.04	auto_whitelist
en	boys	4	986	5.03	auto_whitelist
en	etc	3	988	5.03	auto_whitelist
en	fans	4	989	5.03	auto_whitelist
en	pain	4	996	5.03	auto_whitelist
en	paul	4	997	5.03	auto_whitelist
en	rock	4	1002	5.03	auto_whitelist
en	y	1	1009	5.03	auto_whitelist
en	cold	4	1013	5.02	auto_whitelist
en	eye	3	1018	5.02	auto_whitelist
en	ii	2	1020	5.02	auto_whitelist
en	via	3	1034	5.02	auto_whitelist
en	anti	4	1040	5.01	auto_whitelist
en	beat	4	1042	5.01	auto_whitelist
en	gas	3	1051	5.01	auto_whitelist
en	text	4	1062	5.01	auto_whitelist
en	ass	3	1065	5.0	auto_whitelist
en	g	1	1078	5.0	auto_whitelist
en	hi	2	1079	5.0	auto_whitelist
en	ice	3	1081	5.0	auto_whitelist
en	j	1	1084	5.0	auto_whitelist
en	join	4	1085	5.0	auto_whitelist
en	kept	4	1086	5.0	auto_whitelist
en	sort	4	1098	5.0	auto_whitelist
en	drop	4	1103	4.99	auto_whitelist
en	fair	4	1104	4.99	auto_whitelist
en	feet	4	1105	4.99	auto_whitelist
en	kid	3	1107	4.99	auto_whitelist
en	link	4	1108	4.99	auto_whitelist
en	sale	4	1110	4.99	auto_whitelist
en	tour	4	1112	4.99	auto_whitelist
en	jobs	4	1122	4.98	auto_whitelist
en	sell	4	1128	4.98	auto_whitelist
en	san	3	1148	4.97	auto_whitelist
en	sold	4	1150	4.97	auto_whitelist
en	sun	3	1154	4.97	auto_whitelist
en	gun	3	1168	4.96	auto_whitelist
en	wide	4	1177	4.96	auto_whitelist
en	wow	3	1178	4.96	auto_whitelist
en	dad	3	1182	4.95	auto_whitelist
en	fear	4	1184	4.95	auto_whitelist
en	fit	3	1185	4.95	auto_whitelist
en	lady	4	1194	4.95	auto_whitelist
en	plus	4	1202	4.95	auto_whitelist
en	pre	3	1203	4.95	auto_whitelist
en	unit	4	1209	4.95	auto_whitelist
en	bar	3	1213	4.94	auto_whitelist
en	hurt	4	1224	4.94	auto_whitelist
en	pro	3	1232	4.94	auto_whitelist
en	rule	4	1234	4.94	auto_whitelist
en	none	4	1251	4.93	auto_whitelist
en	ship	4	1254	4.93	auto_whitelist
en	band	4	1262	4.92	auto_whitelist
en	cash	4	1264	4.92	auto_whitelist
en	fan	3	1270	4.92	auto_whitelist
en	lack	4	1274	4.92	auto_whitelist
en	wear	4	1289	4.92	auto_whitelist
en	k	1	1310	4.91	auto_whitelist
en	luck	4	1312	4.91	auto_whitelist
en	rich	4	1318	4.91	auto_whitelist
en	skin	4	1319	4.91	auto_whitelist
en	thus	4	1323	4.91	auto_whitelist
en	fish	4	1339	4.9	auto_whitelist
en	gay	3	1340	4.9	auto_whitelist
en	glad	4	1342	4.9	auto_whitelist
en	grow	4	1344	4.9	auto_whitelist
en	sit	3	1355	4.9	auto_whitelist
en	trip	4	1356	4.9	auto_whitelist
en	cars	4	1361	4.89	auto_whitelist
en	laws	4	1370	4.89	auto_whitelist
en	male	4	1371	4.89	auto_whitelist
en	mrs	3	1372	4.89	auto_whitelist
en	spot	4	1377	4.89	auto_whitelist
en	holy	4	1396	4.88	auto_whitelist
en	lots	4	1399	4.88	auto_whitelist
en	shop	4	1408	4.88	auto_whitelist
en	sick	4	1410	4.88	auto_whitelist
en	uses	4	1413	4.88	auto_whitelist
en	cell	4	1419	4.87	auto_whitelist
en	drug	4	1422	4.87	auto_whitelist
en	foot	4	1426	4.87	auto_whitelist
en	hall	4	1427	4.87	auto_whitelist
en	mass	4	1428	4.87	auto_whitelist
en	nine	4	1431	4.87	auto_whitelist
en	pop	3	1435	4.87	auto_whitelist
en	ran	3	1437	4.87	auto_whitelist
en	app	3	1445	4.86	auto_whitelist
en	heat	4	1456	4.86	auto_whitelist
en	fat	3	1482	4.85	auto_whitelist
en	fell	4	1483	4.85	auto_whitelist
en	ride	4	1498	4.85	auto_whitelist
en	slow	4	1504	4.85	auto_whitelist
en	tree	4	1508	4.85	auto_whitelist
en	vs	2	1510	4.85	auto_whitelist
en	whom	4	1513	4.85	auto_whitelist
en	lie	3	1530	4.84	auto_whitelist
en	runs	4	1535	4.84	auto_whitelist
en	sad	3	1536	4.84	auto_whitelist
en	wind	4	1547	4.84	auto_whitelist
en	bus	3	1554	4.83	auto_whitelist
en	cent	4	1555	4.83	auto_whitelist
en	lake	4	1564	4.83	auto_whitelist
en	tom	3	1582	4.83	auto_whitelist
en	arms	4	1591	4.82	auto_whitelist
en	fund	4	1600	4.82	auto_whitelist
en	hill	4	1603	4.82	auto_whitelist
en	jack	4	1604	4.82	auto_whitelist
en	mid	3	1608	4.82	auto_whitelist
en	pull	4	1611	4.82	auto_whitelist
en	push	4	1612	4.82	auto_whitelist
en	rose	4	1614	4.82	auto_whitelist
en	seat	4	1615	4.82	auto_whitelist
en	draw	4	1629	4.81	auto_whitelist
en	dude	4	1630	4.81	auto_whitelist
en	ex	2	1633	4.81	auto_whitelist
en	gain	4	1636	4.81	auto_whitelist
en	http	4	1637	4.81	auto_whitelist
en	ring	4	1644	4.81	auto_whitelist
en	rise	4	1645	4.81	auto_whitelist
en	soul	4	1649	4.81	auto_whitelist
en	mike	4	1665	4.8	auto_whitelist
en	wild	4	1679	4.8	auto_whitelist
en	bag	3	1683	4.79	auto_whitelist
en	bet	3	1684	4.79	auto_whitelist
en	camp	4	1685	4.79	auto_whitelist
en	cast	4	1686	4.79	auto_whitelist
en	ed	2	1691	4.79	auto_whitelist
en	firm	4	1693	4.79	auto_whitelist
en	till	4	1706	4.79	auto_whitelist
en	usa	3	1708	4.79	auto_whitelist
en	cat	3	1713	4.78	auto_whitelist
en	gift	4	1721	4.78	auto_whitelist
en	joe	3	1727	4.78	auto_whitelist
en	los	3	1728	4.78	auto_whitelist
en	mary	4	1730	4.78	auto_whitelist
en	nor	3	1732	4.78	auto_whitelist
en	shut	4	1738	4.78	auto_whitelist
en	van	3	1742	4.78	auto_whitelist
en	wood	4	1743	4.78	auto_whitelist
en	copy	4	1752	4.77	auto_whitelist
en	dear	4	1753	4.77	auto_whitelist
en	dogs	4	1754	4.77	auto_whitelist
